Entidad,Codificacion,TipoValor,EntSec,Monto,FechaEmision,FechaVenc,Nodo,Estado,Transmision,TipoOperacion,Item,Troquel/Reg.Med ,Drog.Present,Fabricante,Rubro,Cantidad,Precio Unitario,Imp.Bonif,Bonif,Descuento,Importe Cobertura,Importe Afiliado
,,,,,,,,,,,TAFIROL PLUS R/ACC CAPS BLX 8,7798140258445,DICLOFENAC+PARACE,GENOMMA ,ESP. ,1,"2.871,45","0,00","0,00","0,00","2.871,45","0,00"
,,,,,,,,,,,TRANQUINAL 0.50 MG COMP X 50,7790375001513,ALPRAZOLAM 0.5  MG      ,BAGO,ESP. ,1,"7.515,81","0,00","0,00","0,00","7.515,81","0,00"
,,,,,,,,,,,VASOTENAL 10 MG COMP X 30,7795345009704,SIMVASTATIN 10 MG ,ROEMMERS,ESP. ,1,"15.457,46","0,00","0,00","0,00","15.457,46","0,00"
,0018-01289571,FACTURA DE COMPRA POS,,"$ 401.166,34",26/12/2025,26/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ACEMUK 600 MG TAB EFER X 20,7798129415050,ACETILCISTEINA 600 ,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,AMIXEN DUO   COMP X 14,7792175008211,AMOXICILINA  875 MG    ,BERNABO (LAB),ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,APASMO GTS X 20 ML,7791984001291,CAMILOFINA+DIPIRON,MILLET (LAB),ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,APATRIX 30 MG CAPS X 30,7798084687042,DEXLANSOPRAZOL 30 ,ADIUM,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,APATRIX 60 MG CAPS X 30,7798084687059,DEXLANSOPRAZOL 60 ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ASPIRINETAS COMP X  98,7793640217985,ACETILSALICILICO ,BAYER ,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ATENOLOL GADOR  25MG COMP X60,7792183488005,ATENOLOL  25 MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ATLANSIL COMP X 20,7795345004952,AMIODARONA 200 MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,AUDIPAX M/DOSIS 24MG COMP X60,7795338011301,BETAHISTINA 24 MG ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BETACORT PLUS CR DERM X 20G,7795373013506,BETAMETASONA+GEN,MEDISOL,ESP. ,3,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BIDEON FREE SOL X 10 ML,7798006300240,EFEDRINA+ANTIPIRIN,FECOFAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BIDEON SOL X 10 ML,7798006300066,NAFAZOLINA+ASOC. ,FECOFAR,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BLAVIN  5 MG COMP X 30,7795338001142,TERAZOSINA  5 MG ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BLOKIUM  75 MG AMP X 3 X 3ML,7791909317834,"DICLOFENAC, SODICO  ",CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BUSCAPINA DUO  COMP X 20,3664798065190,HIOSC N-,OPELLA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BUSCAPINA PERLAS CAPS X 10,7798389330063,HIOSC N-BUTILBR 10 ,OPELLA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CALADRYL   CR  X  70 G,7796285274092,CALAMINA+DIFENHID,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CALLEXE  500MG COMP X 60,7791909101242,LEVETIRACETAM  500 ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CLONAGIN 1   MG COMP X 30,7795338013572,CLONAZEPAM  1    ,BALIARDA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CORTEROID  0.6 MG COMP X 30,7795378001638,BETAMETASONA   0.6 ,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CURITAS APOS TRANSPIEL   X10U,7702003010774,null,BEIERSDORF,ACC.MASIVOS,10,"762,49","0,00","0,00","0,00","7.624,90","0,00"
,,,,,,,,,,,DICLOGESIC GEL POMO  X 50 G,7795371458675,"DICLOFENAC, ",TRB-PHARMA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIOSMIN COMP X100,7792234000071,DIOSMINA+HESPERIDI,CRAVERI,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIOXAFLEX CB PLUS  CAPS X 15,7790375253165,DICLOFENAC+PRIDIN,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DOLTEN 20 MG COMP X 20,7791824111715,KETOROLAC 20 MG ,PFIZER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,EUTHYROX  75 MCG COMP X 50,7796285271022,LEVOTIROXINA  75 ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,EWE BICARB.SODIO DOYPACK X150,7797811099226,SODIO BICARBONATO  ,SANITAS,ALCOH-,1,"3.277,29","0,00","0,00","0,00","3.277,29","0,00"
,,,,,,,,,,,EWE VASELINA LIQ 180 X 1000ML,7797811099080,VASELINA LIQUIDA ,SANITAS,ALCOH-,1,"16.574,52","0,00","0,00","0,00","16.574,52","0,00"
,,,,,,,,,,,GADOCOR 10 MG COMP X 30,7792183002461,NEBIVOLOL 10   MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,GASTROMAX 40 MG COMP X 30,7792183001822,PANTOPRAZOL 40 MG ,GADOR,ESP. ,1,"13.660,61","0,00","0,00","0,00","13.660,61","0,00"
,,,,,,,,,,,GLUCOPHAGE XR  500MG LP X 30,7796285270896,METFORMINA  500 ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HEPATALGINA GTS X  45 ML,7796285286903,CYNARA+BOLDO+ASO,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ISIS      COMP X 28,7798129415227,DROSPIRENONA+ETIN,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LEVOTIROXINA GSK 100MCG CMX50,7798365531101,LEVOTIROXINA 100 ,GLAXOSMITHKLI,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LINPREL MULTIDOSIS 75 COMPX30,7795338011516,PREGABALINA  75 MG ,BALIARDA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LOTRIAL  10   MG COMP X 60,7795345012797,ENALAPRIL MALEATO ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,METAFLEX GESIC FORTE COMP X20,7795378003823,DICLOFENAC ,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NABRATIN 75 MG COMP X 30,7798084682436,CLOPIDOGREL  75 MG ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NEUMOTEROL 200 CAPS X120+APLI,7791848281029,BUDESONIDE+FORMO,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NOVALGINA   COMP X   10,7798389330124,DIPIRONA 500 MG ,OPELLA ,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OLDREN 25 MG COMP REC X 30,7795345120737,EPLERENONA 25 MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OSTELIN ACD SOL X 20 ML,7795345013671,VIT.A+C+D GTS 20 ML,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OXA B12 COMP X 15,7795328053410,DICLOFENAC+VIT.,BETA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PALATROBIL GTS X  45 ML,7795334000422,CYNARA+BOLDO+ASO,MONSERRAT,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PERVINOX INCOL SPRAY X  40 ML,7791848055262,CLORHEXIDINA ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,REFENAX NASAL GTS AD X 25,7795334271891,NAFAZOLINA+ASOC. ,MONSERRAT,ESP. ,3,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,RELIVERAN GTS AD X 20 ML,7792183002362,METOCLOPRAMIDA  5 ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,REOVEX 10 MG COMP     X 30,7795338016382,ROSUVASTATINA 10 ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ROSUFEN 40 MG COMP X 30,7798084685864,ROSUVASTATINA 40 ,NOLTER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SACTAN AMLO 80/  5 MG COMPX28,7791909119667,TELMISARTAN+AMLO,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SERETIDE HFA AER 25/250 X120D,7796930007686,FLUTICASONA+SALME,GLAXOSMITHKLI,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SINLIP 10 MG COMP X 30,7792183487527,ROSUVASTATINA 10 ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SORSIS SHAM X 120 ML,7794428011498,COALTAR+ASOC. ,FORTBENTON,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SYSTANE COMPLETE SP SOL OFT10,7792086752425,PROPILENGLICOL 0.6 ,ALCON,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TAFIROL PLUS R/ACC CAPS BLX 8,7798140258445,DICLOFENAC+PARACE,GENOMMA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TIPURIC  0.1%  UNG X 30 G,7798051853951,TACROLIMUS 0.1  G% ,PANALAB,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TRANQUINAL 0.50 MG COMP X 50,7790375001513,ALPRAZOLAM 0.5  MG      ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VASOTENAL 10 MG COMP X 30,7795345009704,SIMVASTATIN 10 MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0018-01289345,FACTURA DE COMPRA POS,,"$ 80.357,46",26/12/2025,26/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,DERMAGLOS F AGUA MICELAR X400,7793742007439,null,ANDROMACO,ESP.,1,"11.119,05","0,00","0,00","0,00","11.119,05","0,00"
,,,,,,,,,,,DERMAGLOS SOLAR F50 LAPIZX3.4,7793742004896,null,ANDROMACO,ESP.,1,"6.571,41","0,00","0,00","0,00","6.571,41","0,00"
,,,,,,,,,,,MUJERCITAS FUNNY EDT     X 40,7791600062743,null,CANNON,PER.MASIVA,2,"4.305,83","0,00","0,00","0,00","8.611,66","0,00"
,,,,,,,,,,,PRUNE  II EDP VAP       X 50,7791600049133,null,CANNON,PER.LINEAS,3,"12.034,07","0,00","0,00","0,00","36.102,21","0,00"
,0018-01289346,FACTURA DE COMPRA POS,,"$ 32.505,07",26/12/2025,26/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,BOOS INT  NIGH  DEO    X150,7798175718471,null,ACTIVE ,PER.MASIVA,1,"3.723,22","0,00","0,00","0,00","3.723,22","0,00"
,,,,,,,,,,,CAPILATIS ACOND ORTIGA   X410,7792640000313,null,CAPILATIS,PER.MASIVA,2,"4.618,92","0,00","0,00","0,00","9.237,84","0,00"
,,,,,,,,,,,DOVE DEO AER AP ORIG V X150ML,7506306241183,null,UNILEVER P.C.,PER.MASIVA,2,"2.611,98","0,00","0,00","0,00","5.223,96","0,00"
,,,,,,,,,,,OFF FAMILY ACT CREMA     X200,7790520998934,null,S.C.JOHNSON,PER.MASIVA,2,"3.262,51","0,00","0,00","0,00","6.525,02","0,00"
,0018-01290933,FACTURA DE COMPRA POS,,"$ 176.824,91",26/12/2025,26/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,CARIPRAL 1.5 MG CAPS X 30,7795338999722,CARIPRAZINA 1.5 MG ,BALIARDA,ESP. ,1,"48.559,93","0,00","0,00","0,00","48.559,93","0,00"
,,,,,,,,,,,CETAPHIL LOC HIDRAT   X 473ML,7897930777743,ALCOHOL ,GALDERMA,PER.LINEAS,1,"26.011,16","0,00","0,00","0,00","26.011,16","0,00"
,,,,,,,,,,,DENDRITEX 100 MG COMP X 30,7795337900767,QUETIAPINA 100 MG ,TEMIS-LOSTALO,ESP. ,1,"61.025,43","0,00","0,00","0,00","61.025,43","0,00"
,,,,,,,,,,,RENU PLUS GTS X 8ML,310119052136,POVIDONA+ASOC. ,BAUSCH & ,OPTICA,1,"6.456,70","0,00","0,00","0,00","6.456,70","0,00"
,,,,,,,,,,,VENLIFAX XR 150  MG CAPS X 28,7795338016214,VENLAFAXINA 150   ,BALIARDA,ESP. ,1,"23.269,29","0,00","0,00","0,00","23.269,29","0,00"
,0018-01293724,FACTURA DE COMPRA POS,,"$ 107.008,72",27/12/2025,27/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,DERMAGLOS F AGUA MICELAR X400,7793742007439,null,ANDROMACO,ESP.,4,"11.119,05","0,00","0,00","0,00","44.476,20","0,00"
,,,,,,,,,,,DERMAGLOS POST SOLAR GEL X150,7793742003233,ALOE VERA ,ANDROMACO,ESP.,1,"9.624,47","0,00","0,00","0,00","9.624,47","0,00"
,,,,,,,,,,,KEVIN BLACK EDT VAP     X 60,7791600018016,null,CANNON,PER.MASIVA,2,"8.302,77","0,00","0,00","0,00","16.605,54","0,00"
,,,,,,,,,,,MUJERCITAS FUNNY EDT     X 40,7791600062743,null,CANNON,PER.MASIVA,2,"4.305,83","0,00","0,00","0,00","8.611,66","0,00"
,,,,,,,,,,,TERLOC  5 MG COMP X 30,7795350024129,AMLODIPINA  5 MG ,SIEGFRIED,ESP. ,1,"11.863,97","0,00","0,00","0,00","11.863,97","0,00"
,0018-01293723,FACTURA DE COMPRA POS,,"$ 113.477,38",27/12/2025,27/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,AXE DEO AER BS GOLD VAIX 97GR,7791293043845,null,UNILEVER P.C.,PER.MASIVA,2,"2.140,07","0,00","0,00","0,00","4.280,14","0,00"
,,,,,,,,,,,DERMAGLOS SOLAR F50 CLAROX 50,7793742004520,null,ANDROMACO,ESP.,2,"13.946,68","0,00","0,00","0,00","27.893,36","0,00"
,,,,,,,,,,,DOVE SH OLEO NUTRICION   X200,7791293046990,null,UNILEVER P.C.,PER.MASIVA,2,"2.253,97","0,00","0,00","0,00","4.507,94","0,00"
,,,,,,,,,,,DOVE SH REGENERA EXTREMA X200,7791293047003,null,UNILEVER P.C.,PER.MASIVA,2,"2.253,97","0,00","0,00","0,00","4.507,94","0,00"
,,,,,,,,,,,ISSUE COLORPACK+KERA  05,7793008005520,null,GODREJ ,PER.MASIVA,1,"2.926,77","0,00","0,00","0,00","2.926,77","0,00"
,,,,,,,,,,,NIVEA CREME LATA         X150,4005800137556,null,BEIERSDORF,PER.MASIVA,2,"4.007,15","0,00","0,00","0,00","8.014,30","0,00"
,,,,,,,,,,,REXONA MEN AER AP V8    X 89G,7791293049489,null,UNILEVER P.C.,PER.MASIVA,2,"2.139,11","0,00","0,00","0,00","4.278,22","0,00"
,,,,,,,,,,,SARVAL 160 MG COMP REC X 30,7795338015682,VALSARTAN 160 MG ,BALIARDA,ESP. ,1,"24.321,97","0,00","0,00","0,00","24.321,97","0,00"
,,,,,,,,,,,SENSODYNE DENT ORIGINAL  X 50,7896009400049,POTASIO ,HALEON (GSK),DENTALES,2,"2.182,64","0,00","0,00","0,00","4.365,28","0,00"
,,,,,,,,,,,SENSODYNE DENT RAP ALIVI X100,7794640171550,POTASIO ,HALEON (GSK),DENTALES,2,"4.724,94","0,00","0,00","0,00","9.449,88","0,00"
,0018-01293951,FACTURA DE COMPRA POS,,"$ 12.043,28",27/12/2025,27/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,SIEMPRE.LIB NC/SUA ADAP N/D16,7790010002707,null,JOHNSON&JOH,PER.MASIVA,2,"4.577,59","0,00","0,00","0,00","9.155,18","0,00"
,0018-01293696,FACTURA DE COMPRA POS,,"$ 68.853,90",27/12/2025,27/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ALWAYS XTRA TRI PROT SECA X 8,7500435229593,null,PROC & GAMB ,PER.MASIVA,3,"2.635,88","0,00","0,00","0,00","7.907,64","0,00"
,,,,,,,,,,,BODY CARE COD C/SILIC     T2,7798082443534,null,BODY CARE,ORTOPEDIA Y ,1,"11.660,24","0,00","0,00","0,00","11.660,24","0,00"
,,,,,,,,,,,CLOSE UP DENT EUCAL FREEZX 90,7891037006324,null,UNILEVER P.C.,DENTALES,3,"1.400,12","0,00","0,00","0,00","4.200,36","0,00"
,,,,,,,,,,,DOVE ACOND RECON COMP SUPX200,7791293047058,null,UNILEVER P.C.,PER.MASIVA,2,"2.253,97","0,00","0,00","0,00","4.507,94","0,00"
,,,,,,,,,,,DURACELL PI LITIO 2016 X1 TIR,,null,DURACELL ARG,VARIOS,10,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LAS PEPAS NINFA      DEO X123,7791600400781,null,CANNON,PER.MASIVA,2,"2.257,93","0,00","0,00","0,00","4.515,86","0,00"
,,,,,,,,,,,REXONA MEN AER AP INVIS X 89G,7791293049465,null,UNILEVER P.C.,PER.MASIVA,2,"2.139,15","0,00","0,00","0,00","4.278,30","0,00"
,,,,,,,,,,,SEDAL SH RIZOS DEF       X190,7791293045696,null,UNILEVER P.C.,PER.MASIVA,1,"1.747,70","0,00","0,00","0,00","1.747,70","0,00"
,,,,,,,,,,,SENSODYNE DENT REP/PROTE X100,7794640170133,POTASIO ,HALEON (GSK),DENTALES,2,"5.009,21","0,00","0,00","0,00","10.018,42","0,00"
,0018-01293697,FACTURA DE COMPRA POS,,"$ 85.311,22",27/12/2025,27/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,DERMAGLOS SOLAR F50 SPRAYX170,7793742003776,null,ANDROMACO,ESP.,2,"16.603,37","0,00","0,00","0,00","33.206,74","0,00"
,,,,,,,,,,,PAULA ALEGRIA EDT VAP X60,7791600311025,null,CANNON,PER.LINEAS,2,"14.332,16","0,00","0,00","0,00","28.664,32","0,00"
,,,,,,,,,,,VOGUE ESM  FANTASTIC NU   33,7702433298926,null,VOGUE ,PER.MASIVA,2,"2.727,28","0,00","0,00","0,00","5.454,56","0,00"
,0018-01293650,FACTURA DE COMPRA POS,,"$ 92.057,37",27/12/2025,27/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ALWAYS XTRA TRIP PR NOCHE X16,7500435229517,null,PROC & GAMB ,PER.MASIVA,3,"4.332,50","0,00","0,00","0,00","12.997,50","0,00"
,,,,,,,,,,,DOVE MEN AER AP PROT TOT X150,7791293048000,null,UNILEVER P.C.,PER.MASIVA,2,"2.611,85","0,00","0,00","0,00","5.223,70","0,00"
,,,,,,,,,,,DOVE SERUM CORP CERAMI X400ML,7506306252868,null,UNILEVER P.C.,PER.MASIVA,2,"10.341,03","0,00","0,00","0,00","20.682,06","0,00"
,,,,,,,,,,,DOVE SH RECONST COMPLETA X200,7791293046983,null,UNILEVER P.C.,PER.MASIVA,2,"2.253,97","0,00","0,00","0,00","4.507,94","0,00"
,,,,,,,,,,,EUCERIN SUN HIDRO FL50  X50ML,4005900994776,null,EUCERIN,PER.LINEAS,1,"31.017,48","0,00","0,00","0,00","31.017,48","0,00"
,,,,,,,,,,,REXONA DEO AER MEN ABOR  X150,7791293051574,null,UNILEVER P.C.,PER.MASIVA,2,"2.898,29","0,00","0,00","0,00","5.796,58","0,00"
,0018-01293651,FACTURA DE COMPRA POS,,"$ 112.996,19",27/12/2025,27/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,DERMAGLOS SOLAR F80 CR X 90G,7793742003707,null,ANDROMACO,ESP.,2,"15.434,35","0,00","0,00","0,00","30.868,70","0,00"
,,,,,,,,,,,PAULA  EDT VAP           X 60,7791600045340,null,CANNON,PER.LINEAS,2,"14.332,16","0,00","0,00","0,00","28.664,32","0,00"
,,,,,,,,,,,PAULA LUZ  EDT VAP       X 60,7791600059033,null,CANNON,PER.LINEAS,2,"14.332,16","0,00","0,00","0,00","28.664,32","0,00"
,0018-01295410,FACTURA DE COMPRA POS,,"$ 704.182,14",27/12/2025,26/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,* GENIOL PARACETAMOL 500 MG X ,9991,null,ELEA,ACC.,100,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ADERMICINA A 2X1 CR X30G X2,7796285287856,VIT.A+ASOC. ,ELEA,ESP. ,4,"9.504,23","0,00","0,00","0,00","38.016,92","0,00"
,,,,,,,,,,,CLAVULOX 1000 MG COMP X 14,7791848216007,AMOXICILINA+CLAVU,ELEA,ESP. ,2,"18.622,99","0,00","0,00","0,00","37.245,98","0,00"
,,,,,,,,,,,DIVINA COMP X 28,7796285051426,DROSPIRENONA+ETIN,ELEA,ESP. ,6,"20.680,79","0,00","0,00","0,00","124.084,74","0,00"
,,,,,,,,,,,EVATEST CLASSIC TEST X 1,7796285273941,TIRAS REACTIVAS ,ELEA,ACC.MASIVOS,12,"3.783,10","0,00","0,00","0,00","45.397,20","0,00"
,,,,,,,,,,,GENIOL 1000 MG BLIS X  8,7796285287528,PARACETAMOL 1000 ,ELEA,ESP. ,4,"1.753,96","0,00","0,00","0,00","7.015,84","0,00"
,,,,,,,,,,,GENIOL 1000 MG COMP X 56,7796285286804,PARACETAMOL 1000 ,ELEA,ESP. ,1,"11.611,40","0,00","0,00","0,00","11.611,40","0,00"
,,,,,,,,,,,GENIOL 1000 MG FCO COMP X 50,7796285288464,PARACETAMOL 1000 ,ELEA,ESP. ,4,"8.047,95","0,00","0,00","0,00","32.191,80","0,00"
,,,,,,,,,,,GENIOL PLUS R.A CAPS X 12,7796285289362,"DICLOFENAC, ",ELEA,ESP. ,2,"3.780,57","0,00","0,00","0,00","7.561,14","0,00"
,,,,,,,,,,,HEPATALGINA GTS X  45 ML,7796285286903,CYNARA+BOLDO+ASO,ELEA,ESP. ,4,"4.913,78","0,00","0,00","0,00","19.655,12","0,00"
,,,,,,,,,,,HOLOMAGNESIO INTEG.    X150G,7796285295813,MAGNESIO+ASOC. ,ELEA,NUTRICION/,6,"11.352,79","0,00","0,00","0,00","68.116,74","0,00"
,,,,,,,,,,,LISOVYR 800 COMP X 40,7796285047696,ACICLOVIR 800 MG ,ELEA,ESP. ,2,"41.922,41","0,00","0,00","0,00","83.844,82","0,00"
,,,,,,,,,,,LISOVYR CREMA POMO X 5 G,7796285053536,ACICLOVIR   5% ,ELEA,ESP. ,2,"6.207,99","0,00","0,00","0,00","12.415,98","0,00"
,,,,,,,,,,,PH LAGRIMAS GTS     X 15ML,7796285255091,DEXTRAN+HIDROXIPR,ELEA,ESP. ,3,"11.725,64","0,00","0,00","0,00","35.176,92","0,00"
,,,,,,,,,,,SLINDA SIN ESTROGENOS CMX24+4,7796285283247,DROSPIRENONA 4 MG ,ELEA,ESP. ,8,"23.135,69","0,00","0,00","0,00","185.085,52","0,00"
,0018-01295409,FACTURA DE COMPRA POS,,"$ 460.757,53",27/12/2025,27/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ADERMICINA A 2X1 CR X30G X2,7796285287856,VIT.A+ASOC. ,ELEA,ESP. ,4,"9.504,23","0,00","0,00","0,00","38.016,92","0,00"
,,,,,,,,,,,CLAVULOX 1000 MG COMP X 14,7791848216007,AMOXICILINA+CLAVU,ELEA,ESP. ,2,"18.622,99","0,00","0,00","0,00","37.245,98","0,00"
,,,,,,,,,,,DIVINA COMP X 28,7796285051426,DROSPIRENONA+ETIN,ELEA,ESP. ,4,"20.680,79","0,00","0,00","0,00","82.723,16","0,00"
,,,,,,,,,,,EVATEST CLASSIC TEST X 1,7796285273941,TIRAS REACTIVAS ,ELEA,ACC.MASIVOS,2,"3.783,10","0,00","0,00","0,00","7.566,20","0,00"
,,,,,,,,,,,GENIOL  650 MG COMP X 16,7796285286798,PARACETAMOL  650 ,ELEA,ESP. ,8,"3.634,64","0,00","0,00","0,00","29.077,12","0,00"
,,,,,,,,,,,GENIOL 1000 MG FCO COMP X 50,7796285288464,PARACETAMOL 1000 ,ELEA,ESP. ,4,"8.047,95","0,00","0,00","0,00","32.191,80","0,00"
,,,,,,,,,,,HEPATALGINA GTS X  45 ML,7796285286903,CYNARA+BOLDO+ASO,ELEA,ESP. ,4,"4.913,78","0,00","0,00","0,00","19.655,12","0,00"
,,,,,,,,,,,HOLOMAGNESIO INTEG.    X150G,7796285295813,MAGNESIO+ASOC. ,ELEA,NUTRICION/,3,"11.352,79","0,00","0,00","0,00","34.058,37","0,00"
,,,,,,,,,,,LISOVYR CREMA POMO X 5 G,7796285053536,ACICLOVIR   5% ,ELEA,ESP. ,2,"6.207,99","0,00","0,00","0,00","12.415,98","0,00"
,,,,,,,,,,,PH LAGRIMAS GTS     X 15ML,7796285255091,DEXTRAN+HIDROXIPR,ELEA,ESP. ,3,"11.725,64","0,00","0,00","0,00","35.176,92","0,00"
,,,,,,,,,,,SLINDA SIN ESTROGENOS CMX24+4,7796285283247,DROSPIRENONA 4 MG ,ELEA,ESP. ,8,"23.135,69","0,00","0,00","0,00","185.085,52","0,00"
